36, 16, 32, 0
0.0, 1.0, 1.0
32.706605, 1.0, 1.0
-4.634057, 1.0, 1.0
-7.4041, 1.0, 1.0
12.185013, 1.0, 1.0
13.212879, 1.0, 1.0
2.377931, 1.0, 1.0
1.738254, 1.0, 1.0
-9.393059, 1.0, 1.0
-9.746603, 1.0, 1.0
8.476543, 1.0, 1.0
18.830459, 1.0, 1.0
41.95336, 1.0, 1.0
62.201069, 1.0, 1.0
45.691077, 1.0, 1.0
33.443245, 1.0, 1.0
29.602738, 1.0, 1.0
27.54137, 1.0, 1.0
27.676808, 1.0, 1.0
28.179108, 1.0, 1.0
25.73495, 1.0, 1.0
14.801012, 1.0, 1.0
2.462617, 1.0, 1.0
-7.010601, 1.0, 1.0
18.108277, 1.0, 1.0
41.907654, 1.0, 1.0
63.83668, 1.0, 1.0
85.49726, 1.0, 1.0
-176.182645, 1.0, 1.0
-163.021556, 1.0, 1.0
177.752725, 1.0, 1.0
146.734078, 1.0, 1.0
0.0, 1.0, 1.0
6.48913, 1.110109, 1.001877
6.124976, 1.319682, 1.01175
4.6205, 1.251831, 1.013753
6.934554, 1.240756, 1.008386
6.790972, 1.365522, 1.014105
5.365246, 1.269272, 1.009518
5.860724, 1.292626, 1.011039
6.604626, 1.283736, 1.010808
4.881084, 1.346294, 1.016086
5.54931, 1.30784, 1.013859
5.946696, 1.160978, 1.007067
4.956398, 1.289807, 1.016868
5.375361, 1.252865, 1.016172
5.892975, 1.118743, 1.009088
5.626305, 1.111301, 1.007315
5.251393, 1.214805, 1.01143
5.609236, 1.336228, 1.016405
6.408636, 1.384544, 1.018023
6.333914, 1.422141, 1.020683
5.5391, 1.498431, 1.026216
4.373049, 1.603846, 1.03278
3.049241, 1.655494, 1.03515
1.081244, 1.65614, 1.036042
-1.007869, 1.640278, 1.035343
-0.040098, 1.515166, 1.026408
4.445472, 1.399244, 1.013735
8.718853, 1.479924, 1.012522
7.067755, 2.323259, 1.070895
7.212834, 2.495383, 1.068966
5.53967, 2.366029, 1.033333
5.871778, 2.333179, 1.0
0.0, 1.0, 1.0
5.773842, 1.070742, 1.010989
5.74725, 1.202382, 1.027334
5.292067, 1.163569, 1.027462
6.552165, 1.144082, 1.021783
5.4652, 1.234608, 1.032233
5.022379, 1.166928, 1.023849
4.779325, 1.18198, 1.025113
5.379169, 1.18197, 1.024875
4.860655, 1.218463, 1.032123
4.642332, 1.208498, 1.030411
4.921576, 1.10413, 1.019056
3.468321, 1.143754, 1.029859
2.856617, 1.183278, 1.034249
3.379681, 1.091896, 1.024674
3.321303, 1.022992, 1.018437
2.741733, 1.0497, 1.02105
2.582293, 1.127589, 1.02814
2.982179, 1.183799, 1.03152
3.454463, 1.218053, 1.033654
3.379187, 1.252744, 1.038198
2.968081, 1.299931, 1.044
2.624937, 1.338765, 1.046481
2.298499, 1.378934, 1.048184
1.76946, 1.381876, 1.044713
1.43385, 1.316735, 1.031207
2.988093, 1.234111, 1.010936
7.023184, 1.203195, 0.992703
11.204458, 1.33552, 0.995667
10.686528, 1.801753, 1.056728
11.162745, 1.776576, 1.033333
10.183941, 1.711883, 1.0
0.0, 1.0, 1.0
5.682718, 1.028296, 1.024652
4.538992, 1.134568, 1.047633
5.085459, 1.112951, 1.045819
5.743735, 1.108787, 1.041589
4.389988, 1.164152, 1.052858
4.254528, 1.130915, 1.044072
3.682569, 1.120502, 1.042297
4.11481, 1.126734, 1.041655
4.273621, 1.151869, 1.049102
3.863781, 1.136228, 1.046066
3.92695, 1.084847, 1.035942
2.987196, 1.087497, 1.046266
1.804881, 1.099796, 1.050783
1.559538, 1.076043, 1.042906
1.647817, 1.011544, 1.03531
1.513004, 0.992162, 1.034929
1.27169, 1.021928, 1.039221
1.349867, 1.059681, 1.041708
1.65296, 1.089701, 1.042149
1.888001, 1.110798, 1.042382
1.921325, 1.121369, 1.04205
1.879224, 1.125442, 1.038766
2.089989, 1.135778, 1.034212
2.681587, 1.144944, 1.026692
3.440807, 1.131793, 1.012003
4.350634, 1.096403, 0.990821
6.37358, 1.06416, 0.96795
9.320233, 1.059239, 0.948441
12.027622, 1.113252, 0.939938
10.792761, 1.421096, 0.996791
10.508435, 1.516026, 1.0
0.0, 1.0, 1.0
5.786878, 0.983296, 1.041545
3.61054, 1.087315, 1.073182
4.607898, 1.083964, 1.070446
4.695018, 1.087201, 1.067707
3.533995, 1.108707, 1.077209
3.090876, 1.101909, 1.070055
2.603441, 1.07935, 1.064226
2.698019, 1.085144, 1.061875
3.019896, 1.104155, 1.068893
2.929986, 1.081997, 1.062377
2.615153, 1.05943, 1.055705
2.146581, 1.064968, 1.067004
1.188361, 1.045325, 1.06887
0.457107, 1.032533, 1.06294
0.199532, 1.015168, 1.05727
0.268981, 0.982095, 1.05508
0.433247, 0.971606, 1.053706
0.624875, 0.981963, 1.051528
0.950152, 0.998795, 1.047944
1.266384, 1.009497, 1.042257
1.478009, 1.00835, 1.033976
1.52187, 0.992922, 1.022146
1.61936, 0.971924, 1.007783
2.116105, 0.955949, 0.992306
3.256596, 0.943597, 0.97454
4.700687, 0.932697, 0.954269
5.911277, 0.92577, 0.933651
7.317199, 0.929373, 0.914158
9.020747, 0.951599, 0.898478
10.65036, 0.995202, 0.887714
11.075287, 1.094706, 0.894992
0.0, 1.0, 1.0
6.448569, 0.945231, 1.059741
3.174628, 1.052149, 1.103266
3.781097, 1.055834, 1.10187
3.221251, 1.059724, 1.09832
2.826236, 1.068119, 1.106797
2.076019, 1.074209, 1.101888
1.645472, 1.052734, 1.092254
1.380064, 1.049761, 1.086382
1.583908, 1.065757, 1.09234
1.682841, 1.042146, 1.080812
1.383573, 1.029227, 1.077425
0.950778, 1.041062, 1.08857
0.292264, 1.018613, 1.088641
-0.41847, 1.004228, 1.085052
-0.741679, 1.009049, 1.083284
-0.877583, 1.004279, 1.081788
-0.607393, 0.969091, 1.074297
-0.074446, 0.943069, 1.064085
0.48682, 0.938146, 1.052834
1.084576, 0.935928, 1.039058
1.507228, 0.926385, 1.022462
